central_id,central,anio,mes,periodo,energia_mwh
CT2,C.T. Pisco,2017,10,201710,
CH1,Charcani I,2017,10,201710,
CH2,Charcani II,2017,10,201710,
CH3,Charcani III,2017,10,201710,
CH4,Charcani IV,2017,10,201710,
CH5,Charcani V,2017,10,201710,
CH6,Charcani VI,2017,10,201710,
CT1,C.T. Chilina,2017,11,201711,
CT3,C.T. Mollendo,2017,11,201711,
CT2,C.T. Pisco,2017,11,201711,
CH1,Charcani I,2017,11,201711,
CH2,Charcani II,2017,11,201711,
CH3,Charcani III,2017,11,201711,
CH4,Charcani IV,2017,11,201711,
CH5,Charcani V,2017,11,201711,
CH6,Charcani VI,2017,11,201711,
CT1,C.T. Chilina,2017,12,201712,
CT3,C.T. Mollendo,2017,12,201712,
CT2,C.T. Pisco,2017,12,201712,
CH1,Charcani I,2017,12,201712,
CH2,Charcani II,2017,12,201712,
CH3,Charcani III,2017,12,201712,
CH4,Charcani IV,2017,12,201712,
CH5,Charcani V,2017,12,201712,
CH6,Charcani VI,2017,12,201712,
CT1,C.T. Chilina,2018,1,201801,
CT3,C.T. Mollendo,2018,1,201801,
CT2,C.T. Pisco,2018,1,201801,
CH1,Charcani I,2018,1,201801,
CH2,Charcani II,2018,1,201801,
CH3,Charcani III,2018,1,201801,
CH4,Charcani IV,2018,1,201801,
CH5,Charcani V,2018,1,201801,
CH6,Charcani VI,2018,1,201801,
CT1,C.T. Chilina,2018,2,201802,
CT3,C.T. Mollendo,2018,2,201802,
CT2,C.T. Pisco,2018,2,201802,
CH1,Charcani I,2018,2,201802,
CH2,Charcani II,2018,2,201802,
CH3,Charcani III,2018,2,201802,
CH4,Charcani IV,2018,2,201802,
CH5,Charcani V,2018,2,201802,
CH6,Charcani VI,2018,2,201802,
CT1,C.T. Chilina,2018,3,201803,
CT3,C.T. Mollendo,2018,3,201803,
CT2,C.T. Pisco,2018,3,201803,
CH1,Charcani I,2018,3,201803,
CH2,Charcani II,2018,3,201803,
CH3,Charcani III,2018,3,201803,
CH4,Charcani IV,2018,3,201803,
CH5,Charcani V,2018,3,201803,
CH6,Charcani VI,2018,3,201803,
CT1,C.T. Chilina,2018,4,201804,
CT3,C.T. Mollendo,2018,4,201804,
CT2,C.T. Pisco,2018,4,201804,
CH1,Charcani I,2018,4,201804,
CH2,Charcani II,2018,4,201804,
CH3,Charcani III,2018,4,201804,
CH4,Charcani IV,2018,4,201804,
CH5,Charcani V,2018,4,201804,
CH6,Charcani VI,2018,4,201804,
CT1,C.T. Chilina,2018,5,201805,
CT3,C.T. Mollendo,2018,5,201805,
CT2,C.T. Pisco,2018,5,201805,
CH1,Charcani I,2018,5,201805,
CH2,Charcani II,2018,5,201805,
CH3,Charcani III,2018,5,201805,
CH4,Charcani IV,2018,5,201805,
CH5,Charcani V,2018,5,201805,
CH6,Charcani VI,2018,5,201805,
CT1,C.T. Chilina,2018,6,201806,
CT3,C.T. Mollendo,2018,6,201806,
CT2,C.T. Pisco,2018,6,201806,
CH1,Charcani I,2018,6,201806,
CH2,Charcani II,2018,6,201806,
CH3,Charcani III,2018,6,201806,
CH4,Charcani IV,2018,6,201806,
CH5,Charcani V,2018,6,201806,
CH6,Charcani VI,2018,6,201806,
CT1,C.T. Chilina,2018,7,201807,
CT3,C.T. Mollendo,2018,7,201807,
CT2,C.T. Pisco,2018,7,201807,
CH1,Charcani I,2018,7,201807,
CH2,Charcani II,2018,7,201807,
CH3,Charcani III,2018,7,201807,
CH4,Charcani IV,2018,7,201807,
CH5,Charcani V,2018,7,201807,
CH6,Charcani VI,2018,7,201807,
CT1,C.T. Chilina,2018,8,201808,
CT3,C.T. Mollendo,2018,8,201808,
CT2,C.T. Pisco,2018,8,201808,
CH1,Charcani I,2018,8,201808,
CH2,Charcani II,2018,8,201808,
CH3,Charcani III,2018,8,201808,
CH4,Charcani IV,2018,8,201808,
CH5,Charcani V,2018,8,201808,
CH6,Charcani VI,2018,8,201808,
CT1,C.T. Chilina,2018,9,201809,
CT3,C.T. Mollendo,2018,9,201809,
CT2,C.T. Pisco,2018,9,201809,
CH1,Charcani I,2018,9,201809,
CH2,Charcani II,2018,9,201809,
CH3,Charcani III,2018,9,201809,
CH4,Charcani IV,2018,9,201809,
CH5,Charcani V,2018,9,201809,
CH6,Charcani VI,2018,9,201809,
CT1,C.T. Chilina,2018,10,201810,
CT3,C.T. Mollendo,2018,10,201810,
CT2,C.T. Pisco,2018,10,201810,
CH1,Charcani I,2018,10,201810,
CH2,Charcani II,2018,10,201810,
CH3,Charcani III,2018,10,201810,
CH4,Charcani IV,2018,10,201810,
CH5,Charcani V,2018,10,201810,
CH6,Charcani VI,2018,10,201810,
CT1,C.T. Chilina,2018,11,201811,
CT3,C.T. Mollendo,2018,11,201811,
CT2,C.T. Pisco,2018,11,201811,
CH1,Charcani I,2018,11,201811,
CH2,Charcani II,2018,11,201811,
CH3,Charcani III,2018,11,201811,
CH4,Charcani IV,2018,11,201811,
CH5,Charcani V,2018,11,201811,
CH6,Charcani VI,2018,11,201811,
CT1,C.T. Chilina,2018,12,201812,
CT3,C.T. Mollendo,2018,12,201812,
CT2,C.T. Pisco,2018,12,201812,
CH1,Charcani I,2018,12,201812,
CH2,Charcani II,2018,12,201812,
CH3,Charcani III,2018,12,201812,
CH4,Charcani IV,2018,12,201812,
CH5,Charcani V,2018,12,201812,
CH6,Charcani VI,2018,12,201812,
CT1,C.T. Chilina,2019,1,201901,0.0
CT3,C.T. Mollendo,2019,1,201901,0.6893551330566406
CT2,C.T. Pisco,2019,1,201901,9619.719992015493
CH1,Charcani I,2019,1,201901,1240.9939297561646
CH2,Charcani II,2019,1,201901,418.88091194474697
CH3,Charcani III,2019,1,201901,3355.0789591379166
CH4,Charcani IV,2019,1,201901,9128.76185410163
CH5,Charcani V,2019,1,201901,55201.711550794425
CH6,Charcani VI,2019,1,201901,5588.760960356424
CT1,C.T. Chilina,2019,2,201902,66.18188396835328
CT3,C.T. Mollendo,2019,2,201902,61.43132326665672
CT2,C.T. Pisco,2019,2,201902,11918.381523643762
CH1,Charcani I,2019,2,201902,998.7037812924385
CH2,Charcani II,2019,2,201902,312.43324025306197
CH3,Charcani III,2019,2,201902,2734.193224857211
CH4,Charcani IV,2019,2,201902,7711.160710365634
CH5,Charcani V,2019,2,201902,81546.70519847218
CH6,Charcani VI,2019,2,201902,4238.717061753089
CT1,C.T. Chilina,2019,3,201903,1.0150506439208984
CT3,C.T. Mollendo,2019,3,201903,9.166002975463867
CT2,C.T. Pisco,2019,3,201903,9415.291729924218
CH1,Charcani I,2019,3,201903,1234.4385763149262
CH2,Charcani II,2019,3,201903,413.7120206327438
CH3,Charcani III,2019,3,201903,3343.8868275756836
CH4,Charcani IV,2019,3,201903,8815.533141732412
CH5,Charcani V,2019,3,201903,88417.85891807804
CH6,Charcani VI,2019,3,201903,5939.805844249585
CT1,C.T. Chilina,2019,4,201904,26.919346852381846
CT3,C.T. Mollendo,2019,4,201904,0.0
CT2,C.T. Pisco,2019,4,201904,0.0
CH1,Charcani I,2019,4,201904,1199.7256251044273
CH2,Charcani II,2019,4,201904,407.00295605832906
CH3,Charcani III,2019,4,201904,3273.7390476379396
CH4,Charcani IV,2019,4,201904,9375.892400935903
CH5,Charcani V,2019,4,201904,70217.66002231008
CH6,Charcani VI,2019,4,201904,5599.50604616659
CT1,C.T. Chilina,2019,5,201905,0.0
CT3,C.T. Mollendo,2019,5,201905,20.240179656982423
CT2,C.T. Pisco,2019,5,201905,0.0
CH1,Charcani I,2019,5,201905,1243.993311264038
CH2,Charcani II,2019,5,201905,415.0450676715374
CH3,Charcani III,2019,5,201905,3325.717076309204
CH4,Charcani IV,2019,5,201905,8551.353337498496
CH5,Charcani V,2019,5,201905,53420.797183747636
CH6,Charcani VI,2019,5,201905,4186.229118299865
CT1,C.T. Chilina,2019,6,201906,26.213820617675783
CT3,C.T. Mollendo,2019,6,201906,0.0
CT2,C.T. Pisco,2019,6,201906,0.0
CH1,Charcani I,2019,6,201906,1199.6497713184356
CH2,Charcani II,2019,6,201906,405.4037246170044
CH3,Charcani III,2019,6,201906,3239.9701756095888
CH4,Charcani IV,2019,6,201906,8296.325946376703
CH5,Charcani V,2019,6,201906,51705.769526782264
CH6,Charcani VI,2019,6,201906,4938.694162872314
CT1,C.T. Chilina,2019,7,201907,14.927645499825477
CT3,C.T. Mollendo,2019,7,201907,22.485859857559205
CT2,C.T. Pisco,2019,7,201907,0.0
CH1,Charcani I,2019,7,201907,1214.4943993606566
CH2,Charcani II,2019,7,201907,423.37136547470095
CH3,Charcani III,2019,7,201907,3315.018970264912
CH4,Charcani IV,2019,7,201907,8302.61516358672
CH5,Charcani V,2019,7,201907,52709.71444093901
CH6,Charcani VI,2019,7,201907,5218.038958251953
CT1,C.T. Chilina,2019,8,201908,10.883161726774764
CT3,C.T. Mollendo,2019,8,201908,0.0
CT2,C.T. Pisco,2019,8,201908,0.0
CH1,Charcani I,2019,8,201908,1233.4054938735962
CH2,Charcani II,2019,8,201908,421.5290080089569
CH3,Charcani III,2019,8,201908,3377.7074894542693
CH4,Charcani IV,2019,8,201908,8290.021553566681
CH5,Charcani V,2019,8,201908,54146.048197880315
CH6,Charcani VI,2019,8,201908,5444.540062864304
CT1,C.T. Chilina,2019,9,201909,169.91393774215703
CT3,C.T. Mollendo,2019,9,201909,179.69909651494027
CT2,C.T. Pisco,2019,9,201909,0.0
CH1,Charcani I,2019,9,201909,1162.8326134141685
CH2,Charcani II,2019,9,201909,413.9918142223358
CH3,Charcani III,2019,9,201909,3284.4658989105224
CH4,Charcani IV,2019,9,201909,8357.953171187273
CH5,Charcani V,2019,9,201909,52136.68570962496
CH6,Charcani VI,2019,9,201909,5202.324595153808
CT1,C.T. Chilina,2019,10,201910,32.46616606395681
CT3,C.T. Mollendo,2019,10,201910,0.0
CT2,C.T. Pisco,2019,10,201910,0.0
CH1,Charcani I,2019,10,201910,1217.817471904397
CH2,Charcani II,2019,10,201910,421.20926207307724
CH3,Charcani III,2019,10,201910,3396.742847507
CH4,Charcani IV,2019,10,201910,9505.984430320494
CH5,Charcani V,2019,10,201910,58454.3908517203
CH6,Charcani VI,2019,10,201910,5878.39706320153
CT1,C.T. Chilina,2019,11,201911,0.0
CT3,C.T. Mollendo,2019,11,201911,43.7204820098877
CT2,C.T. Pisco,2019,11,201911,0.0
CH1,Charcani I,2019,11,201911,1208.2760299491883
CH2,Charcani II,2019,11,201911,414.6939730300903
CH3,Charcani III,2019,11,201911,3355.737198059082
CH4,Charcani IV,2019,11,201911,9794.593735290528
CH5,Charcani V,2019,11,201911,60178.4440986948
CH6,Charcani VI,2019,11,201911,6074.616415405273
CT1,C.T. Chilina,2019,12,201912,94.27791244074263
CT3,C.T. Mollendo,2019,12,201912,19.755191876802595
CT2,C.T. Pisco,2019,12,201912,0.0
CH1,Charcani I,2019,12,201912,1230.0418670830727
CH2,Charcani II,2019,12,201912,423.4079232027084
CH3,Charcani III,2019,12,201912,3424.870736316681
CH4,Charcani IV,2019,12,201912,8153.255099365234
CH5,Charcani V,2019,12,201912,56312.45204855171
CH6,Charcani VI,2019,12,201912,5484.607901520729
CT1,C.T. Chilina,2020,1,202001,14.822562119483948
CT3,C.T. Mollendo,2020,1,202001,6.328801177563932
CT2,C.T. Pisco,2020,1,202001,0.0
CH1,Charcani I,2020,1,202001,1225.926967336893
CH2,Charcani II,2020,1,202001,429.3032933654785
CH3,Charcani III,2020,1,202001,3463.021300872803
CH4,Charcani IV,2020,1,202001,10307.390502253056
CH5,Charcani V,2020,1,202001,72064.96493547365
CH6,Charcani VI,2020,1,202001,5346.018346029175
CT1,C.T. Chilina,2020,2,202002,21.476161821875312
CT3,C.T. Mollendo,2020,2,202002,20.403311557769776
CT2,C.T. Pisco,2020,2,202002,0.0
CH1,Charcani I,2020,2,202002,1100.2484706196506
CH2,Charcani II,2020,2,202002,303.46960551324486
CH3,Charcani III,2020,2,202002,3168.7687713699343
CH4,Charcani IV,2020,2,202002,9560.90416867518
CH5,Charcani V,2020,2,202002,83210.96981311035
CH6,Charcani VI,2020,2,202002,5097.854665803101
CT1,C.T. Chilina,2020,3,202003,0.0
CT3,C.T. Mollendo,2020,3,202003,0.9385154809951782
CT2,C.T. Pisco,2020,3,202003,0.0
CH1,Charcani I,2020,3,202003,1199.4271254501343
CH2,Charcani II,2020,3,202003,409.99535281443224
CH3,Charcani III,2020,3,202003,3495.4099975585937
CH4,Charcani IV,2020,3,202003,10412.750909666556
CH5,Charcani V,2020,3,202003,104794.88990677262
CH6,Charcani VI,2020,3,202003,6466.522624193939
CT1,C.T. Chilina,2020,4,202004,0.864037841796875
CT3,C.T. Mollendo,2020,4,202004,0.9506005249023438
CT2,C.T. Pisco,2020,4,202004,0.0
CH1,Charcani I,2020,4,202004,707.3079035086333
CH2,Charcani II,2020,4,202004,238.45527658462524
CH3,Charcani III,2020,4,202004,3328.670480424881
CH4,Charcani IV,2020,4,202004,9980.538943108279
CH5,Charcani V,2020,4,202004,84501.59613954162
CH6,Charcani VI,2020,4,202004,6116.836457590789
CT1,C.T. Chilina,2020,5,202005,0.0
CT3,C.T. Mollendo,2020,5,202005,3.415229449020325
CT2,C.T. Pisco,2020,5,202005,0.0
CH1,Charcani I,2020,5,202005,1055.3094619804322
CH2,Charcani II,2020,5,202005,336.580935036242
CH3,Charcani III,2020,5,202005,3428.6704058227538
CH4,Charcani IV,2020,5,202005,8870.067716436826
CH5,Charcani V,2020,5,202005,54284.20392171764
CH6,Charcani VI,2020,5,202005,5303.739443054199
CT1,C.T. Chilina,2020,6,202006,1.6673937481865868
CT3,C.T. Mollendo,2020,6,202006,0.0
CT2,C.T. Pisco,2020,6,202006,0.0
CH1,Charcani I,2020,6,202006,1187.741846801758
CH2,Charcani II,2020,6,202006,403.4269239415098
CH3,Charcani III,2020,6,202006,3248.248376118779
CH4,Charcani IV,2020,6,202006,8525.998017219543
CH5,Charcani V,2020,6,202006,51697.41428490555
CH6,Charcani VI,2020,6,202006,5094.971386840821
CT1,C.T. Chilina,2020,7,202007,0.0
CT3,C.T. Mollendo,2020,7,202007,3.5564135079628323
CT2,C.T. Pisco,2020,7,202007,0.0
CH1,Charcani I,2020,7,202007,1004.2177078392117
CH2,Charcani II,2020,7,202007,412.18549588409064
CH3,Charcani III,2020,7,202007,3450.9501662380694
CH4,Charcani IV,2020,7,202007,8895.082621669515
CH5,Charcani V,2020,7,202007,53421.48146436739
CH6,Charcani VI,2020,7,202007,5012.995450285778
CT1,C.T. Chilina,2020,8,202008,1.7456691998542664
CT3,C.T. Mollendo,2020,8,202008,0.0
CT2,C.T. Pisco,2020,8,202008,0.0
CH1,Charcani I,2020,8,202008,1206.8928144256583
CH2,Charcani II,2020,8,202008,420.12017872714995
CH3,Charcani III,2020,8,202008,3394.304822715759
CH4,Charcani IV,2020,8,202008,8748.514099778607
CH5,Charcani V,2020,8,202008,53418.25056670976
CH6,Charcani VI,2020,8,202008,4907.64452783797
CT1,C.T. Chilina,2020,9,202009,0.0
CT3,C.T. Mollendo,2020,9,202009,23.77764343863642
CT2,C.T. Pisco,2020,9,202009,0.0
CH1,Charcani I,2020,9,202009,1111.483538032754
CH2,Charcani II,2020,9,202009,395.994620597899
CH3,Charcani III,2020,9,202009,3296.304037352562
CH4,Charcani IV,2020,9,202009,8840.9316548437
CH5,Charcani V,2020,9,202009,54712.470789159896
CH6,Charcani VI,2020,9,202009,5193.132143658107
CT1,C.T. Chilina,2020,10,202010,30.390712244478063
CT3,C.T. Mollendo,2020,10,202010,20.597472862243652
CT2,C.T. Pisco,2020,10,202010,0.0
CH1,Charcani I,2020,10,202010,1169.0797572174072
CH2,Charcani II,2020,10,202010,392.21372701495886
CH3,Charcani III,2020,10,202010,3428.503410402298
CH4,Charcani IV,2020,10,202010,9451.279798574285
CH5,Charcani V,2020,10,202010,58131.60408630764
CH6,Charcani VI,2020,10,202010,5656.703526977539
CT1,C.T. Chilina,2020,11,202011,28.2739728474468
CT3,C.T. Mollendo,2020,11,202011,22.130573420044968
CT2,C.T. Pisco,2020,11,202011,0.0
CH1,Charcani I,2020,11,202011,1172.7716878967285
CH2,Charcani II,2020,11,202011,409.3911807214022
CH3,Charcani III,2020,11,202011,3348.204432220459
CH4,Charcani IV,2020,11,202011,8938.996732959076
CH5,Charcani V,2020,11,202011,55439.23922912219
CH6,Charcani VI,2020,11,202011,5315.729609871516
CT1,C.T. Chilina,2020,12,202012,4.373991587644392
CT3,C.T. Mollendo,2020,12,202012,23.76341360473633
CT2,C.T. Pisco,2020,12,202012,0.0
CH1,Charcani I,2020,12,202012,1201.6393145847321
CH2,Charcani II,2020,12,202012,418.94184002876284
CH3,Charcani III,2020,12,202012,3394.480826911926
CH4,Charcani IV,2020,12,202012,9403.994409385221
CH5,Charcani V,2020,12,202012,62464.39847874153
CH6,Charcani VI,2020,12,202012,5775.367130358131
CT1,C.T. Chilina,2021,1,202101,0.0
CT3,C.T. Mollendo,2021,1,202101,2.9758904418945313
CT2,C.T. Pisco,2021,1,202101,0.0
CH1,Charcani I,2021,1,202101,1233.102616973877
CH2,Charcani II,2021,1,202101,419.4875256618373
CH3,Charcani III,2021,1,202101,3416.5507712834033
CH4,Charcani IV,2021,1,202101,11080.669155641377
CH5,Charcani V,2021,1,202101,81604.06699156857
CH6,Charcani VI,2021,1,202101,5977.572204283945
CT1,C.T. Chilina,2021,2,202102,6.092919171829533
CT3,C.T. Mollendo,2021,2,202102,0.0
CT2,C.T. Pisco,2021,2,202102,0.0
CH1,Charcani I,2021,2,202102,1097.811806639433
CH2,Charcani II,2021,2,202102,382.3645767021179
CH3,Charcani III,2021,2,202102,3057.35224819088
CH4,Charcani IV,2021,2,202102,9244.196518158496
CH5,Charcani V,2021,2,202102,58450.05629539907
CH6,Charcani VI,2021,2,202102,5336.150289916992
CT1,C.T. Chilina,2021,3,202103,25.8702958984375
CT3,C.T. Mollendo,2021,3,202103,3.6601343352799596
CT2,C.T. Pisco,2021,3,202103,0.0
CH1,Charcani I,2021,3,202103,1179.0509203028678
CH2,Charcani II,2021,3,202103,416.14057712009503
CH3,Charcani III,2021,3,202103,3412.1624729585646
CH4,Charcani IV,2021,3,202103,8516.147492563565
CH5,Charcani V,2021,3,202103,59178.474648029565
CH6,Charcani VI,2021,3,202103,4742.56345721154
CT1,C.T. Chilina,2021,4,202104,18.313200101896545
CT3,C.T. Mollendo,2021,4,202104,0.0
CT2,C.T. Pisco,2021,4,202104,0.0
CH1,Charcani I,2021,4,202104,1184.7244219871425
CH2,Charcani II,2021,4,202104,406.4483225455284
CH3,Charcani III,2021,4,202104,3321.1458732638357
CH4,Charcani IV,2021,4,202104,10519.902336172305
CH5,Charcani V,2021,4,202104,86516.1364994508
CH6,Charcani VI,2021,4,202104,5851.0019576653485
CT1,C.T. Chilina,2021,5,202105,26.078884826660158
CT3,C.T. Mollendo,2021,5,202105,25.838618032796045
CT2,C.T. Pisco,2021,5,202105,0.0
CH1,Charcani I,2021,5,202105,1252.9574702080413
CH2,Charcani II,2021,5,202105,422.5960932664871
CH3,Charcani III,2021,5,202105,3472.1454925231933
CH4,Charcani IV,2021,5,202105,8098.437588789796
CH5,Charcani V,2021,5,202105,53418.91271417254
CH6,Charcani VI,2021,5,202105,5140.348456306458
CT1,C.T. Chilina,2021,6,202106,3.8723168267362054
CT3,C.T. Mollendo,2021,6,202106,0.0
CT2,C.T. Pisco,2021,6,202106,0.0
CH1,Charcani I,2021,6,202106,1180.0157286756269
CH2,Charcani II,2021,6,202106,409.9497942061424
CH3,Charcani III,2021,6,202106,3328.5985520229337
CH4,Charcani IV,2021,6,202106,8454.896980940584
CH5,Charcani V,2021,6,202106,51695.81864498027
CH6,Charcani VI,2021,6,202106,4965.973782077372
CT1,C.T. Chilina,2021,7,202107,12.729358222961427
CT3,C.T. Mollendo,2021,7,202107,56.88305389080961
CT2,C.T. Pisco,2021,7,202107,0.0
CH1,Charcani I,2021,7,202107,1210.7492569425535
CH2,Charcani II,2021,7,202107,424.82105837561375
CH3,Charcani III,2021,7,202107,3443.9152772979737
CH4,Charcani IV,2021,7,202107,8718.571863528987
CH5,Charcani V,2021,7,202107,53378.9693165589
CH6,Charcani VI,2021,7,202107,5124.030455093383
CT1,C.T. Chilina,2021,8,202108,12.954900040004642
CT3,C.T. Mollendo,2021,8,202108,0.0
CT2,C.T. Pisco,2021,8,202108,0.0
CH1,Charcani I,2021,8,202108,1211.6105867347717
CH2,Charcani II,2021,8,202108,429.9535616889074
CH3,Charcani III,2021,8,202108,3401.150575157255
CH4,Charcani IV,2021,8,202108,9912.097831666111
CH5,Charcani V,2021,8,202108,62358.638895465345
CH6,Charcani VI,2021,8,202108,5364.53995445297
CT1,C.T. Chilina,2021,9,202109,27.84548480605943
CT3,C.T. Mollendo,2021,9,202109,49.621064443727924
CT2,C.T. Pisco,2021,9,202109,0.0
CH1,Charcani I,2021,9,202109,1182.234948726654
CH2,Charcani II,2021,9,202109,413.35267374262213
CH3,Charcani III,2021,9,202109,3355.334414489746
CH4,Charcani IV,2021,9,202109,9600.511436954499
CH5,Charcani V,2021,9,202109,60310.44591865373
CH6,Charcani VI,2021,9,202109,4879.450516995546
CT1,C.T. Chilina,2021,10,202110,5.918320488798115
CT3,C.T. Mollendo,2021,10,202110,19.142644165039062
CT2,C.T. Pisco,2021,10,202110,0.0
CH1,Charcani I,2021,10,202110,1230.9181626663208
CH2,Charcani II,2021,10,202110,432.96923291563985
CH3,Charcani III,2021,10,202110,3430.0749387454985
CH4,Charcani IV,2021,10,202110,10042.734091144875
CH5,Charcani V,2021,10,202110,62320.54698583984
CH6,Charcani VI,2021,10,202110,4392.6209095322265
CT1,C.T. Chilina,2021,11,202111,0.0
CT3,C.T. Mollendo,2021,11,202111,3.730572856603443
CT2,C.T. Pisco,2021,11,202111,0.0
CH1,Charcani I,2021,11,202111,1020.2672981666323
CH2,Charcani II,2021,11,202111,417.33608965206145
CH3,Charcani III,2021,11,202111,3331.0571288337705
CH4,Charcani IV,2021,11,202111,9709.360869953362
CH5,Charcani V,2021,11,202111,60309.03260318109
CH6,Charcani VI,2021,11,202111,5794.016776566002
CT1,C.T. Chilina,2021,12,202112,33.7518775
CT3,C.T. Mollendo,2021,12,202112,20.0003775
CT2,C.T. Pisco,2021,12,202112,0.0
CH1,Charcani I,2021,12,202112,1186.9236830627444
CH2,Charcani II,2021,12,202112,426.68924250000003
CH3,Charcani III,2021,12,202112,3436.271659999999
CH4,Charcani IV,2021,12,202112,8460.980222500002
CH5,Charcani V,2021,12,202112,62667.34300249999
CH6,Charcani VI,2021,12,202112,6008.497997499989
CT1,C.T. Chilina,2022,1,202201,12.681230949401856
CT3,C.T. Mollendo,2022,1,202201,26.440005121559718
CT2,C.T. Pisco,2022,1,202201,0.0
CH1,Charcani I,2022,1,202201,1219.8471556892396
CH2,Charcani II,2022,1,202201,422.6216795533863
CH3,Charcani III,2022,1,202201,3431.738357444763
CH4,Charcani IV,2022,1,202201,9093.871881259098
