central_id,central,anio,mes,periodo,energia_mwh
CH5,Charcani V,2022,1,202201,58946.728492378235
CH6,Charcani VI,2022,1,202201,5455.149161216428
CT1,C.T. Chilina,2022,2,202202,5.758344649342958
CT3,C.T. Mollendo,2022,2,202202,20.246059967041017
CT2,C.T. Pisco,2022,2,202202,0.0
CH1,Charcani I,2022,2,202202,1089.8719156877994
CH2,Charcani II,2022,2,202202,382.586939861921
CH3,Charcani III,2022,2,202202,2768.895955054283
CH4,Charcani IV,2022,2,202202,7929.593519260136
CH5,Charcani V,2022,2,202202,48966.00706543255
CH6,Charcani VI,2022,2,202202,4612.996153140522
CT1,C.T. Chilina,2022,3,202203,0.0
CT3,C.T. Mollendo,2022,3,202203,31.040768379717456
CT2,C.T. Pisco,2022,3,202203,0.0
CH1,Charcani I,2022,3,202203,1242.9287898085713
CH2,Charcani II,2022,3,202203,420.47582622805555
CH3,Charcani III,2022,3,202203,3462.1425503711102
CH4,Charcani IV,2022,3,202203,10856.677650158415
CH5,Charcani V,2022,3,202203,68879.68249563246
CH6,Charcani VI,2022,3,202203,6358.606590664519
CT1,C.T. Chilina,2022,4,202204,3.752976251556771
CT3,C.T. Mollendo,2022,4,202204,20.142381072998045
CT2,C.T. Pisco,2022,4,202204,0.0
CH1,Charcani I,2022,4,202204,1186.1506827487945
CH2,Charcani II,2022,4,202204,401.03900969815254
CH3,Charcani III,2022,4,202204,3363.0727563171386
CH4,Charcani IV,2022,4,202204,8886.164616953582
CH5,Charcani V,2022,4,202204,55060.96024050379
CH6,Charcani VI,2022,4,202204,4748.685949549141
CT1,C.T. Chilina,2022,5,202205,33.4984787880653
CT3,C.T. Mollendo,2022,5,202205,4.121060182992896
CT2,C.T. Pisco,2022,5,202205,0.0
CH1,Charcani I,2022,5,202205,1229.5714850177765
CH2,Charcani II,2022,5,202205,418.79864213514327
CH3,Charcani III,2022,5,202205,3444.1800070142745
CH4,Charcani IV,2022,5,202205,8722.85003698837
CH5,Charcani V,2022,5,202205,53417.42594802916
CH6,Charcani VI,2022,5,202205,5077.015578338623
CT1,C.T. Chilina,2022,6,202206,25.01638674474364
CT3,C.T. Mollendo,2022,6,202206,18.127805923461914
CT2,C.T. Pisco,2022,6,202206,0.0
CH1,Charcani I,2022,6,202206,1183.4784699847698
CH2,Charcani II,2022,6,202206,400.7950267106295
CH3,Charcani III,2022,6,202206,3302.579235620499
CH4,Charcani IV,2022,6,202206,8412.896414786488
CH5,Charcani V,2022,6,202206,51694.265634819145
CH6,Charcani VI,2022,6,202206,4931.225624572754
CT1,C.T. Chilina,2022,7,202207,11.82016067175381
CT3,C.T. Mollendo,2022,7,202207,71.87264175911571
CT2,C.T. Pisco,2022,7,202207,0.0
CH1,Charcani I,2022,7,202207,1226.2685354881287
CH2,Charcani II,2022,7,202207,418.33885250842036
CH3,Charcani III,2022,7,202207,3441.5638792190553
CH4,Charcani IV,2022,7,202207,8695.631872275453
CH5,Charcani V,2022,7,202207,53423.634291647264
CH6,Charcani VI,2022,7,202207,5058.387876586914
CT1,C.T. Chilina,2022,8,202208,13.134336791992187
CT3,C.T. Mollendo,2022,8,202208,27.771434364318846
CT2,C.T. Pisco,2022,8,202208,0.0
CH1,Charcani I,2022,8,202208,1232.105538105011
CH2,Charcani II,2022,8,202208,419.978995138166
CH3,Charcani III,2022,8,202208,3474.15166715312
CH4,Charcani IV,2022,8,202208,9993.215351422203
CH5,Charcani V,2022,8,202208,62315.440097447296
CH6,Charcani VI,2022,8,202208,5969.9543620693385
CT1,C.T. Chilina,2022,9,202209,203.07300514521006
CT3,C.T. Mollendo,2022,9,202209,277.6066818698237
CT2,C.T. Pisco,2022,9,202209,0.0
CH1,Charcani I,2022,9,202209,1181.603521669111
CH2,Charcani II,2022,9,202209,291.79409789979087
CH3,Charcani III,2022,9,202209,3323.06683675766
CH4,Charcani IV,2022,9,202209,9705.657354248047
CH5,Charcani V,2022,9,202209,60310.26326600883
CH6,Charcani VI,2022,9,202209,4720.816037704168
CT1,C.T. Chilina,2022,10,202210,111.96729423339455
CT3,C.T. Mollendo,2022,10,202210,32.97790129852295
CT2,C.T. Pisco,2022,10,202210,0.0
CH1,Charcani I,2022,10,202210,1186.1793702008724
CH2,Charcani II,2022,10,202210,404.4577212391096
CH3,Charcani III,2022,10,202210,3444.658804145813
CH4,Charcani IV,2022,10,202210,10025.184908800356
CH5,Charcani V,2022,10,202210,62320.714779315516
CH6,Charcani VI,2022,10,202210,6058.040120786591
CT1,C.T. Chilina,2022,11,202211,1048.2632499115753
CT3,C.T. Mollendo,2022,11,202211,1995.8380058114876
CT2,C.T. Pisco,2022,11,202211,0.0
CH1,Charcani I,2022,11,202211,1159.488634941101
CH2,Charcani II,2022,11,202211,387.1768539070707
CH3,Charcani III,2022,11,202211,3257.1128826279937
CH4,Charcani IV,2022,11,202211,8028.281072042778
CH5,Charcani V,2022,11,202211,58454.157824913265
CH6,Charcani VI,2022,11,202211,5787.366478210449
CT1,C.T. Chilina,2022,12,202212,3.474499954223633
CT3,C.T. Mollendo,2022,12,202212,217.18909655761718
CT2,C.T. Pisco,2022,12,202212,0.0
CH1,Charcani I,2022,12,202212,1236.5355965881347
CH2,Charcani II,2022,12,202212,417.1621555557251
CH3,Charcani III,2022,12,202212,3475.523798095703
CH4,Charcani IV,2022,12,202212,8284.20349553624
CH5,Charcani V,2022,12,202212,57929.58762750077
CH6,Charcani VI,2022,12,202212,5808.831887115479
CT1,C.T. Chilina,2023,1,202301,0.0
CT3,C.T. Mollendo,2023,1,202301,6.882715797424316
CT2,C.T. Pisco,2023,1,202301,0.0
CH1,Charcani I,2023,1,202301,1194.446903396368
CH2,Charcani II,2023,1,202301,405.86165688506117
CH3,Charcani III,2023,1,202301,3389.7700146369934
CH4,Charcani IV,2023,1,202301,7831.582619101589
CH5,Charcani V,2023,1,202301,47588.120200066835
CH6,Charcani VI,2023,1,202301,4710.84704317959
CT1,C.T. Chilina,2023,2,202302,38.12603836759925
CT3,C.T. Mollendo,2023,2,202302,0.0
CT2,C.T. Pisco,2023,2,202302,0.0
CH1,Charcani I,2023,2,202302,1075.6569370117188
CH2,Charcani II,2023,2,202302,295.435346701622
CH3,Charcani III,2023,2,202302,3115.78030758667
CH4,Charcani IV,2023,2,202302,8517.507260272849
CH5,Charcani V,2023,2,202302,72665.76257047874
CH6,Charcani VI,2023,2,202302,5117.809619241772
CT1,C.T. Chilina,2023,3,202303,73.2856877190062
CT3,C.T. Mollendo,2023,3,202303,13.99806033706665
CT2,C.T. Pisco,2023,3,202303,0.0
CH1,Charcani I,2023,3,202303,1137.1334897511006
CH2,Charcani II,2023,3,202303,409.80223843860625
CH3,Charcani III,2023,3,202303,3268.8079862670897
CH4,Charcani IV,2023,3,202303,7427.713038383875
CH5,Charcani V,2023,3,202303,50925.03405307913
CH6,Charcani VI,2023,3,202303,4216.653579998396
CT1,C.T. Chilina,2023,4,202304,6.360825499534607
CT3,C.T. Mollendo,2023,4,202304,18.361243766784668
CT2,C.T. Pisco,2023,4,202304,0.0
CH1,Charcani I,2023,4,202304,1017.4892621564865
CH2,Charcani II,2023,4,202304,382.7306782363729
CH3,Charcani III,2023,4,202304,2928.550473397255
CH4,Charcani IV,2023,4,202304,6267.532547263593
CH5,Charcani V,2023,4,202304,42144.701305800976
CH6,Charcani VI,2023,4,202304,3453.4059257834406
CT1,C.T. Chilina,2023,5,202305,33.70281828403473
CT3,C.T. Mollendo,2023,5,202305,67.28650751399994
CT2,C.T. Pisco,2023,5,202305,0.0
CH1,Charcani I,2023,5,202305,1178.1628006150722
CH2,Charcani II,2023,5,202305,401.77536577796934
CH3,Charcani III,2023,5,202305,3360.2012943115233
CH4,Charcani IV,2023,5,202305,7515.806728486024
CH5,Charcani V,2023,5,202305,46569.50343950945
CH6,Charcani VI,2023,5,202305,4297.201903368723
CT1,C.T. Chilina,2023,6,202306,45.14668289375305
CT3,C.T. Mollendo,2023,6,202306,39.736601486206055
CT2,C.T. Pisco,2023,6,202306,0.0
CH1,Charcani I,2023,6,202306,1098.1840960661016
CH2,Charcani II,2023,6,202306,388.1133429173949
CH3,Charcani III,2023,6,202306,3212.2527008285524
CH4,Charcani IV,2023,6,202306,7180.802787809309
CH5,Charcani V,2023,6,202306,45232.51678002644
CH6,Charcani VI,2023,6,202306,4182.5354675244835
CT1,C.T. Chilina,2023,7,202307,194.91401211166382
CT3,C.T. Mollendo,2023,7,202307,262.1467111320496
CT2,C.T. Pisco,2023,7,202307,0.0
CH1,Charcani I,2023,7,202307,1145.8343172607422
CH2,Charcani II,2023,7,202307,414.88891276741026
CH3,Charcani III,2023,7,202307,3321.3284190826416
CH4,Charcani IV,2023,7,202307,7316.358499089068
CH5,Charcani V,2023,7,202307,46296.20756037997
CH6,Charcani VI,2023,7,202307,4093.678548696931
CT1,C.T. Chilina,2023,8,202308,270.26142828103093
CT3,C.T. Mollendo,2023,8,202308,316.9826674412619
CT2,C.T. Pisco,2023,8,202308,0.0
CH1,Charcani I,2023,8,202308,1167.1176105632783
CH2,Charcani II,2023,8,202308,411.25745244812964
CH3,Charcani III,2023,8,202308,3310.2240399010702
CH4,Charcani IV,2023,8,202308,7645.333382727189
CH5,Charcani V,2023,8,202308,47257.456017541226
CH6,Charcani VI,2023,8,202308,4477.763407287598
CT1,C.T. Chilina,2023,9,202309,0.6557055692315334
CT3,C.T. Mollendo,2023,9,202309,65.40424746322597
CT2,C.T. Pisco,2023,9,202309,0.0
CH1,Charcani I,2023,9,202309,1173.2548820304871
CH2,Charcani II,2023,9,202309,400.918444709301
CH3,Charcani III,2023,9,202309,3351.7143675842285
CH4,Charcani IV,2023,9,202309,8103.881632766724
CH5,Charcani V,2023,9,202309,49541.586102058136
CH6,Charcani VI,2023,9,202309,4808.681026820647
CT1,C.T. Chilina,2023,10,202310,13.63506894159317
CT3,C.T. Mollendo,2023,10,202310,0.0
CT2,C.T. Pisco,2023,10,202310,0.0
CH1,Charcani I,2023,10,202310,1114.965656416416
CH2,Charcani II,2023,10,202310,408.92698566252744
CH3,Charcani III,2023,10,202310,3185.72044679147
CH4,Charcani IV,2023,10,202310,8294.029963882223
CH5,Charcani V,2023,10,202310,51191.30597361213
CH6,Charcani VI,2023,10,202310,3776.149772275617
CT1,C.T. Chilina,2023,11,202311,39.41859320783615
CT3,C.T. Mollendo,2023,11,202311,451.2079815788269
CT2,C.T. Pisco,2023,11,202311,0.0
CH1,Charcani I,2023,11,202311,1096.327081031829
CH2,Charcani II,2023,11,202311,376.0848937975676
CH3,Charcani III,2023,11,202311,3158.8437534677983
CH4,Charcani IV,2023,11,202311,8176.428595851385
CH5,Charcani V,2023,11,202311,50832.2883584758
CH6,Charcani VI,2023,11,202311,4978.424437744141
CT1,C.T. Chilina,2023,12,202312,1.7076840209960937
CT3,C.T. Mollendo,2023,12,202312,0.0
CT2,C.T. Pisco,2023,12,202312,0.0
CH1,Charcani I,2023,12,202312,1159.8508466930389
CH2,Charcani II,2023,12,202312,415.13607842161645
CH3,Charcani III,2023,12,202312,3436.8137113342286
CH4,Charcani IV,2023,12,202312,7624.195675854898
CH5,Charcani V,2023,12,202312,48076.08520096034
CH6,Charcani VI,2023,12,202312,4392.200375701905
CT1,C.T. Chilina,2024,1,202401,10.345421070098878
CT3,C.T. Mollendo,2024,1,202401,24.784779594421387
CT2,C.T. Pisco,2024,1,202401,0.0
CH1,Charcani I,2024,1,202401,926.9749540457725
CH2,Charcani II,2024,1,202401,402.870262936926
CH3,Charcani III,2024,1,202401,2802.6901195259093
CH4,Charcani IV,2024,1,202401,5668.9583052101425
CH5,Charcani V,2024,1,202401,39618.48283323039
CH6,Charcani VI,2024,1,202401,3421.4184920940397
CT1,C.T. Chilina,2024,2,202402,14.864288920044899
CT3,C.T. Mollendo,2024,2,202402,44.226588143477684
CT2,C.T. Pisco,2024,2,202402,0.0
CH1,Charcani I,2024,2,202402,461.40711146468215
CH2,Charcani II,2024,2,202402,208.3051588817085
CH3,Charcani III,2024,2,202402,1599.6715765838605
CH4,Charcani IV,2024,2,202402,4589.558762572838
CH5,Charcani V,2024,2,202402,39102.11613838875
CH6,Charcani VI,2024,2,202402,2501.181369899367
CT1,C.T. Chilina,2024,3,202403,38.062149368286136
CT3,C.T. Mollendo,2024,3,202403,0.0
CT2,C.T. Pisco,2024,3,202403,0.0
CH1,Charcani I,2024,3,202403,828.9504613457841
CH2,Charcani II,2024,3,202403,349.3779872952965
CH3,Charcani III,2024,3,202403,2343.285322016731
CH4,Charcani IV,2024,3,202403,10368.599402813437
CH5,Charcani V,2024,3,202403,105491.26078385663
CH6,Charcani VI,2024,3,202403,6048.9545388031
CT1,C.T. Chilina,2024,4,202404,27.024448607765137
CT3,C.T. Mollendo,2024,4,202404,26.1808590965271
CT2,C.T. Pisco,2024,4,202404,0.0
CH1,Charcani I,2024,4,202404,1171.7400253601074
CH2,Charcani II,2024,4,202404,384.88266591119765
CH3,Charcani III,2024,4,202404,3186.261717338562
CH4,Charcani IV,2024,4,202404,9478.330318315457
CH5,Charcani V,2024,4,202404,80526.83071484399
CH6,Charcani VI,2024,4,202404,5559.314373636245
CT1,C.T. Chilina,2024,5,202405,16.660364700317384
CT3,C.T. Mollendo,2024,5,202405,0.0
CT2,C.T. Pisco,2024,5,202405,0.0
CH1,Charcani I,2024,5,202405,1116.3305110563338
CH2,Charcani II,2024,5,202405,399.46322554445265
CH3,Charcani III,2024,5,202405,3320.8418933486937
CH4,Charcani IV,2024,5,202405,7684.071753362277
CH5,Charcani V,2024,5,202405,50251.07763166441
CH6,Charcani VI,2024,5,202405,4620.746581307834
CT1,C.T. Chilina,2024,6,202406,34.539371302311835
CT3,C.T. Mollendo,2024,6,202406,33.36839559173584
CT2,C.T. Pisco,2024,6,202406,0.0
CH1,Charcani I,2024,6,202406,1041.0903302083016
CH2,Charcani II,2024,6,202406,398.1997900333954
CH3,Charcani III,2024,6,202406,2971.2549195591064
CH4,Charcani IV,2024,6,202406,7876.124015402647
CH5,Charcani V,2024,6,202406,49541.40580502993
CH6,Charcani VI,2024,6,202406,4738.568989053016
CT1,C.T. Chilina,2024,7,202407,14.9252216796875
CT3,C.T. Mollendo,2024,7,202407,61.66110318517685
CT2,C.T. Pisco,2024,7,202407,0.0
CH1,Charcani I,2024,7,202407,1186.2565118484497
CH2,Charcani II,2024,7,202407,425.59572734451297
CH3,Charcani III,2024,7,202407,3459.302430114746
CH4,Charcani IV,2024,7,202407,8639.929543676688
CH5,Charcani V,2024,7,202407,52971.106137058916
CH6,Charcani VI,2024,7,202407,5138.6642664544715
CT1,C.T. Chilina,2024,8,202408,15.538585400104523
CT3,C.T. Mollendo,2024,8,202408,7.239635375976563
CT2,C.T. Pisco,2024,8,202408,0.0
CH1,Charcani I,2024,8,202408,1200.15392455101
CH2,Charcani II,2024,8,202408,412.96571056716573
CH3,Charcani III,2024,8,202408,3396.7827389217614
CH4,Charcani IV,2024,8,202408,9217.096954021454
CH5,Charcani V,2024,8,202408,56533.41163185948
CH6,Charcani VI,2024,8,202408,4264.153884270886
CT1,C.T. Chilina,2024,9,202409,29.915137702941895
CT3,C.T. Mollendo,2024,9,202409,81.53948782348633
CT2,C.T. Pisco,2024,9,202409,0.0
CH1,Charcani I,2024,9,202409,1105.6230203217976
CH2,Charcani II,2024,9,202409,391.0158058863729
CH3,Charcani III,2024,9,202409,3239.1046255743504
CH4,Charcani IV,2024,9,202409,8732.804978213995
CH5,Charcani V,2024,9,202409,54709.92538415557
CH6,Charcani VI,2024,9,202409,0.0
CT1,C.T. Chilina,2024,10,202410,31.13408396434784
CT3,C.T. Mollendo,2024,10,202410,29.829780141353606
CT2,C.T. Pisco,2024,10,202410,0.0
CH1,Charcani I,2024,10,202410,1144.318103322506
CH2,Charcani II,2024,10,202410,412.73237714993303
CH3,Charcani III,2024,10,202410,3402.5594845657347
CH4,Charcani IV,2024,10,202410,9208.287919403456
CH5,Charcani V,2024,10,202410,56977.63129099211
CH6,Charcani VI,2024,10,202410,0.0
CT1,C.T. Chilina,2024,11,202411,0.0
CT3,C.T. Mollendo,2024,11,202411,20.30673850250244
CT2,C.T. Pisco,2024,11,202411,0.0
CH1,Charcani I,2024,11,202411,1085.3382751868014
CH2,Charcani II,2024,11,202411,292.59651954185284
CH3,Charcani III,2024,11,202411,3278.7132661345004
CH4,Charcani IV,2024,11,202411,8386.307308423822
CH5,Charcani V,2024,11,202411,55139.52137668473
CH6,Charcani VI,2024,11,202411,0.0
CT1,C.T. Chilina,2024,12,202412,65.6333069152832
CT3,C.T. Mollendo,2024,12,202412,19.583155891418457
CT2,C.T. Pisco,2024,12,202412,0.0
CH1,Charcani I,2024,12,202412,1127.0000595328809
CH2,Charcani II,2024,12,202412,404.87908196288515
CH3,Charcani III,2024,12,202412,3409.234796195984
CH4,Charcani IV,2024,12,202412,4831.89068223989
CH5,Charcani V,2024,12,202412,56533.69140232849
CH6,Charcani VI,2024,12,202412,3043.593948041289
CT1,C.T. Chilina,2025,1,202501,21.934811414718627
CT3,C.T. Mollendo,2025,1,202501,0.0
CT2,C.T. Pisco,2025,1,202501,0.0
CH1,Charcani I,2025,1,202501,1071.4801257123947
CH2,Charcani II,2025,1,202501,404.0744608347416
CH3,Charcani III,2025,1,202501,3247.143641681671
CH4,Charcani IV,2025,1,202501,4544.381862929187
CH5,Charcani V,2025,1,202501,48993.449982387545
CH6,Charcani VI,2025,1,202501,4376.235995530484
CT1,C.T. Chilina,2025,2,202502,19.131363072872162
CT3,C.T. Mollendo,2025,2,202502,63.724881828308106
CT2,C.T. Pisco,2025,2,202502,0.0
CH1,Charcani I,2025,2,202502,641.4835434314789
CH2,Charcani II,2025,2,202502,240.09358940844595
CH3,Charcani III,2025,2,202502,1937.0824618477523
CH4,Charcani IV,2025,2,202502,268.00553014386804
CH5,Charcani V,2025,2,202502,73638.4455483861
CH6,Charcani VI,2025,2,202502,2624.482472368941
CT1,C.T. Chilina,2025,3,202503,0.0
CT3,C.T. Mollendo,2025,3,202503,86.595364361763
CT2,C.T. Pisco,2025,3,202503,0.0
CH1,Charcani I,2025,3,202503,1070.9441155992747
CH2,Charcani II,2025,3,202503,307.6851254018356
CH3,Charcani III,2025,3,202503,3152.9510521995426
CH4,Charcani IV,2025,3,202503,4915.627398655081
CH5,Charcani V,2025,3,202503,103348.24450420434
CH6,Charcani VI,2025,3,202503,5180.7431619915
CT1,C.T. Chilina,2025,4,202504,32.036662517547605
CT3,C.T. Mollendo,2025,4,202504,0.0
CT2,C.T. Pisco,2025,4,202504,0.0
CH1,Charcani I,2025,4,202504,1112.831780352499
CH2,Charcani II,2025,4,202504,289.8929966659603
CH3,Charcani III,2025,4,202504,3217.727685951829
CH4,Charcani IV,2025,4,202504,7198.528393291218
CH5,Charcani V,2025,4,202504,89778.4122163919
CH6,Charcani VI,2025,4,202504,5434.707119384821
CT1,C.T. Chilina,2025,5,202505,63.17040810394287
CT3,C.T. Mollendo,2025,5,202505,43.47667914581299
CT2,C.T. Pisco,2025,5,202505,0.0
CH1,Charcani I,2025,5,202505,1111.4552526048421
CH2,Charcani II,2025,5,202505,401.2181855133474
CH3,Charcani III,2025,5,202505,3250.2231558488606
CH4,Charcani IV,2025,5,202505,8175.105960348187
CH5,Charcani V,2025,5,202505,55201.79348704387
CH6,Charcani VI,2025,5,202505,1040.3780395913125
CT1,C.T. Chilina,2025,6,202506,18.835031382493675
CT3,C.T. Mollendo,2025,6,202506,19.874380126953124
CT2,C.T. Pisco,2025,6,202506,0.0
CH1,Charcani I,2025,6,202506,1179.1163690490723
CH2,Charcani II,2025,6,202506,392.7316677522646
CH3,Charcani III,2025,6,202506,3316.919874694824
CH4,Charcani IV,2025,6,202506,8617.993868129402
CH5,Charcani V,2025,6,202506,54628.248451390864
CH6,Charcani VI,2025,6,202506,0.0
CT1,C.T. Chilina,2025,7,202507,8.62053450208524
CT3,C.T. Mollendo,2025,7,202507,28.22788847669329
CT2,C.T. Pisco,2025,7,202507,0.0
CH1,Charcani I,2025,7,202507,1227.395210783336
CH2,Charcani II,2025,7,202507,412.3630976821192
CH3,Charcani III,2025,7,202507,3342.7577209835054
CH4,Charcani IV,2025,7,202507,8899.995884415835
CH5,Charcani V,2025,7,202507,55641.34794433024
CH6,Charcani VI,2025,7,202507,0.0
CT1,C.T. Chilina,2025,8,202508,8.793321633070708
CT3,C.T. Mollendo,2025,8,202508,20.7254135119915
CT2,C.T. Pisco,2025,8,202508,0.0
CH1,Charcani I,2025,8,202508,1234.0160851449966
CH2,Charcani II,2025,8,202508,415.9599274068164
CH3,Charcani III,2025,8,202508,3460.353835102081
CH4,Charcani IV,2025,8,202508,9125.214267813328
CH5,Charcani V,2025,8,202508,57478.526284375264
CH6,Charcani VI,2025,8,202508,0.0
CT1,C.T. Chilina,2025,9,202509,182.99533120250703
CT3,C.T. Mollendo,2025,9,202509,210.7902066104412
CT2,C.T. Pisco,2025,9,202509,0.0
CH1,Charcani I,2025,9,202509,1098.9526686256986
CH2,Charcani II,2025,9,202509,397.44116822347047
CH3,Charcani III,2025,9,202509,3253.466792140007
CH4,Charcani IV,2025,9,202509,9020.468833935347
CH5,Charcani V,2025,9,202509,58425.00106225139
CH6,Charcani VI,2025,9,202509,0.0
CT1,C.T. Chilina,2025,10,202510,0.0
CT3,C.T. Mollendo,2025,10,202510,0.0
CT2,C.T. Pisco,2025,10,202510,0.0
CH1,Charcani I,2025,10,202510,1196.4329496154785
CH2,Charcani II,2025,10,202510,414.9653686955183
CH3,Charcani III,2025,10,202510,3469.1438617248537
CH4,Charcani IV,2025,10,202510,9029.901354955657
CH5,Charcani V,2025,10,202510,58873.805630592586
CH6,Charcani VI,2025,10,202510,0.0
CT1,C.T. Chilina,2025,11,202511,0.0
CT3,C.T. Mollendo,2025,11,202511,18.5411636428833
CT2,C.T. Pisco,2025,11,202511,0.0
CH1,Charcani I,2025,11,202511,1109.5140981475115
CH2,Charcani II,2025,11,202511,397.44756723966833
CH3,Charcani III,2025,11,202511,3236.668688128233
CH4,Charcani IV,2025,11,202511,8811.321213162973
CH5,Charcani V,2025,11,202511,56862.1631042383
CH6,Charcani VI,2025,11,202511,0.0
CT1,C.T. Chilina,2025,12,202512,
CT3,C.T. Mollendo,2025,12,202512,
CT2,C.T. Pisco,2025,12,202512,
CH1,Charcani I,2025,12,202512,
CH2,Charcani II,2025,12,202512,
CH3,Charcani III,2025,12,202512,
CH4,Charcani IV,2025,12,202512,
CH5,Charcani V,2025,12,202512,
CH6,Charcani VI,2025,12,202512,
